_id,car_park_no,address,x_coord,y_coord,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement,_fp,latitude,longitude,has_free_parking,free_daytime,free_halfday,free_time_ranges,has_short_term_parking,is_very_visitor_friendly,has_height_restriction,has_big_vehicle_restrictions
2094,W56,BLK 891C WOODLANDS DRIVE 50,23342.6004,46649.9806,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,2.15,0,3193ad28cec7abe34e2f6694bbca3202c6bad5f4c6fc2788c6931c61219447c8,1.4381599526095137,103.79146735457682,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2095,W561,BLK 561 CHAMPIONS WAY,23389.2911,45425.0499,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,1,6,2.15,0,3c3cb28c7e8e65fee76b8e113db67ffd24a8883b8782fa613e55fd045d9a8a9b,1.4270821333989643,103.79188711450689,0,0,0,,1,0,1,1
2096,W567,BLK 567 CHAMPIONS WAY,23041.6159,45529.6166,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,1,10,2.15,0,077859de8ade978849a0343a1a9f42b0e250f20d38b849b69a1fca892088dd4a,1.4280277377553434,103.78876291517845,0,0,0,,1,0,1,1
2097,W57,BLK 892C WOODLANDS DRIVE 50,23118.191,46497.6326,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,1,10,2.15,0,c37430805484f3c253de32928e68910b31429c13e5fa63be1f6651b35750760c,1.4367821347968852,103.78945084654232,0,0,0,,1,0,1,1
2098,W570,BLK 570 WOODLANDS AVENUE 1,23182.8035,45847.6356,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,7,2.15,0,35487224e93703e406d0e5b74fff101d12f6515e13bd866b7a474d71cae457ec,1.430903810123998,103.79003156211428,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2099,W574,BLK 574 WOODLANDS DRIVE 16,24118.936,45812.819,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,14,2.15,0,1aa995cea7333761644b6c5e4fe6ecc7505b662f4f9a6b31ffc6441fbacaa37b,1.4305890857053527,103.79844359182066,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2100,W578,BLK 578A WOODLANDS DRIVE 16,23923.9837,45898.4854,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,78a3ce877113049fc57a676ad1da30a1b9a2e51b50b7fa01e2574443452602f4,1.4313637939913746,103.79669175117753,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2101,W579,BLK 579A WOODLANDS DRIVE 16,23795.194,45862.9987,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,e4f1982ed5142bb8a7f9993536c7898a4b43d5d0cb58465773b1eec1552aed6f,1.4310428462888094,103.79553446041857,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2102,W58,BLK 895D WOODLANDS DRIVE 50,23429.9641,46416.6889,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,11,2.15,0,5ccb8e7c901f6587802ca69352aefd3522b5aaffa8035028f2e5f101070200db,1.4360501619073867,103.7922524391746,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2103,W586,BLK 586A WOODLANDS DRIVE 16,23702.34,45656.6161,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,43511d4cc12f565a6d071a0af02f10476b031a6ea06cb4e1117ba81db18e8acf,1.4291763831618314,103.79470011164317,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2104,W588,BLK 588A WOODLANDS DRIVE 16,23701.8273,45550.4272,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,4ac7d9c5dc603095771ada7373c10b4a4384753fc90cb10e29376e9999909e7d,1.4282160492988094,103.79469552060185,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2105,W59,BLK 897D WOODLANDS DRIVE 50,23693.3134,46446.5191,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,1,11,2.15,0,54fd4d2d744d29fb39e94581a9257068b1ab5d0dfdfcb6d3a551b99c10df0fb5,1.4363199769299182,103.79461887935128,0,0,0,,1,0,1,1
2074,W5M,BLK 13A MARSILING LANE,21927.7465,47034.7509,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,8,2.15,0,ca7684c8b4582910b5e09e625e40be35c91ffcc7c1e8e73c835581f6024841b2,1.44163940382,103.77875344943092,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2106,W6,BLK 15/16 MARSILING LANE,21838.7773,47085.957,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,4.0,0,67545681207f758029bfe0013dd117e910baf5af0146ce6220f20a492548b973,1.4421024735721912,103.77795396332391,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
2107,W60,WOODLANDS AVENUE 5,23521.1992,46312.5,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,1,0,0.0,0,fd9491ba3395714be4c8505742f718cc68c7c969662602d8c6a0c1f8b7f9d884,1.4351079301481962,103.79307229006761,0,0,0,,1,0,0,0
2108,W61,BLK 358A WOODLANDS AVENUE 5,22505.7065,46103.3973,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,11,2.0,0,4b00da0df53f034546d544d314a8643ec91d8de1ef6e84766375a096c7cffdf0,1.433216701818879,103.78394716416366,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2109,W62,BLK 354A WOODLANDS AVENUE 1,22628.7386,46063.1814,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,2.0,0,e99cfee03beff063153f5abf684712ce321207e260ca04c71db64b9a39501768,1.4328530276276747,103.78505273108544,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2110,W63,BLK 371A WOODLANDS AVENUE 1,22780.0672,46063.1491,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,11,2.0,0,635ca55edb276a23c4f1aa4696f132ca8d786d44a3642ddd91dc1080df14492d,1.4328527639490272,103.78641256091377,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2111,W64,BLK 605A WOODLANDS DRIVE 42,23969.4738,46630.5468,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,2.0,0,818edec6e7191b744fbc321e96d1c6c89b3c923c2b5ac344be633cdb48fd4233,1.4379842973747647,103.79710041815831,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2112,W65,BLK 701A WOODLANDS DRIVE 40,23844.7328,46979.1172,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,2.0,0,76434c7fd5335d7f475523e64d285d90b1287dbbe77ec5a623ed5d87b00ab9b1,1.441136622845911,103.79597944897536,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2113,W66,BLK 709A WOODLANDS DRIVE 70,24069.321,46974.6261,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,2.15,0,3599915089e01d9afcff6642135b8c4478418f42c6dca7d2c22381c68e9245d2,1.4410960393771695,103.79799759340607,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2114,W67,BLK 714A WOODLANDS DRIVE 70,24188.1546,47019.5375,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,2.15,0,786fa0efdb030b07e4ee40c026e22342f4c0390b8b2aee92ae987d389220ff17,1.4415022181337374,103.79906542301565,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2115,W676,BLK 676 WOODLANDS DRIVE 71,24373.674,46827.139,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,1,2,2.3,1,870d1c563fddb1db0888e8d3102a3725614a1a27ff6b35bbc0d5b8d18155de5c,1.4397622607819605,103.80073252063535,0,0,0,,1,0,1,0
2116,W68,BLK 718A WOODLANDS AVENUE 6,24350.2675,47010.7245,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,2.15,0,83941d559e420c04b23c4d61c1a6917c8e50e3cca04db802c0ba01e8bb9f08e6,1.4414225381608077,103.80052216679397,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2117,W69,BLK 721A WOODLANDS AVENUE 6,24270.2765,47376.2034,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,e6615b36290a461415ce629ec04d258ec4623cdf1698efcccdb413333b567a07,1.4447277856226999,103.79980332120414,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2118,W691,BLK 691 WOODLANDS DRIVE 73,24983.383,46920.8143,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,2.15,0,8f74c69c19a2d61e8ab8011e09d01a43ea8fd5ded3607809204bf983c4695489,1.4406094983398554,103.80621133713244,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2119,W693,BLK 693 WOODLANDS AVENUE 6,24703.9448,46642.49,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,9,2.15,0,03053a0d53278dcbd9abda2871f91df00708a942dfa6b1f8f894f7eb05118080,1.4380924031427191,103.80370034550462,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2120,W694,BLK 694 WOODLANDS DRIVE 62,24850.6084,46636.9442,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,2.15,0,81f98700f07c506d29e058f5590500cbbbb20e47767d0e521f3603fc22e3be99,1.4380422657769674,103.80501825981985,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2121,W7,BLK 17/21 MARSILING LANE,21800.3125,47200.2539,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 1PM-10.30PM,1,0,0.0,0,c66e3f1f2b9a7d4991a25c199358a83101c29129fd4f33efb5474211faf8233c,1.4431361242898713,103.77760829441715,1,0,1,"[""1PM-10.30PM""]",1,1,0,0
2122,W70,BLK 739A WOODLANDS CIRCLE,23937.0706,47352.2621,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,217b93c28f54f5358c1cb790c51e5a1250011ad9db421428c327d09737f31c30,1.444511222792553,103.79680914025207,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2123,W71,BLK 728A WOODLANDS CIRCLE,24179.5955,47205.7795,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,7a3a4c589006ea00b82deff006bdf48e79f64f171c70dbb79dd8230cdc096d15,1.4431865217487996,103.79898848589738,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2124,W717,BLK 717C WOODLANDS DRIVE 70,24141.7435,46956.0986,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,1,1,2.15,0,100be4997b7d790387fba7117de69321503810f1ac9ad814af591e676c20a31b,1.4409284934822943,103.79864838266604,0,0,0,,1,0,1,1
2125,W72,BLK 792A WOODLANDS AVENUE 6,24505.386,47143.788,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,897a9175634c60dd9f9db697e3fb2d746f6ef52c962a2a7442790814fe37d08e,1.4426259357840838,103.80191604139247,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2126,W73,BLK 796A WOODLANDS DRIVE 72,24711.6693,47219.5233,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,da4c93a06bbca4cfdc998021366cdcb62ec1e0910d8301cffa4f132bdd3b3f0e,1.4433108832613721,103.80376969030848,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2127,W74,BLK 737A WOODLANDS CIRCLE,23886.366,47208.9992,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,91259f251a928663476c5435570ed5f89b94259d6b70f1dd9a74d0bbf5a91e93,1.443215597970158,103.79635353028391,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2128,W75,BLK 747A WOODLANDS CIRCLE,23800.172,47218.8422,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,330565dcb1f698beb866418ab5bebd5cee2aaafd57e6f6cc78d6ba8e73c147f5,1.443304601667167,103.79557899104884,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2129,W76,BLK 748A WOODLANDS CIRCLE,23747.0647,47397.2586,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,59eab99ed61bdd36661f7fe6b54e2c14dbe0368c69de561d5970005f2339f611,1.4449181264567525,103.79510174280979,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2130,W77,BLK 757A WOODLANDS AVENUE 4,23613.1605,47523.5906,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,5deea8243b2c6725da686def8bf2079720567300b71be9df092c1db99b85dbb8,1.4460606062352688,103.79389846144059,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2131,W78,BLK 759A WOODLANDS AVENUE 6,23849.9464,47582.4593,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,63f73ea9d92a38d5734b8e7348033a152b69a06d15921b4f3ad15cab4bc3485b,1.4465930294608353,103.79602620929869,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2132,W780,BLK 780 WOODLANDS CRESCENT,24414.7153,47764.032,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,13,2.15,0,b1b18ed354e24f69f15c51ff6768839e0bd9e4b6560972aa7b9f70e7b54946d3,1.4482351850031774,103.80110119714958,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2133,W781,BLK 781 WOODLANDS AVENUE 9,24637.5027,47838.0528,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,2.15,0,c9be9f3f4890c1e02a77919a8d81c3a94c47ed1bfdc743a06546b214e581c634,1.4489046298922579,103.80310315645947,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2134,W782,BLK 782 WOODLANDS CRESCENT,24689.6411,47760.7102,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,3e22040fb4a97816f925d597a814f6fab6664eac30756827ed667e19836615ba,1.4482051778503846,103.80357168153259,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2135,W783,BLK 783 WOODLANDS RISE,24750.7857,47717.9903,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,14,2.15,0,b0f378f148f23bc7e0b92bd6df9381a564f8f719d29324e87e46f0de6d4b4319,1.4478188418343658,103.80412113202188,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2136,W785,BLK 785 WOODLANDS RISE,24848.101,47634.821,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,14,2.15,0,e5600fd79e59f458e7a53a8086e46c7f7b395f21e3fd6bfd032e50c5327abc21,1.447066700150355,103.80499561676923,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2137,W79,BLK 773A WOODLANDS DRIVE 60,24123.1011,47708.2983,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,00427d797141ccbaa1b7934a4f25243791092a3d57dd782aa72329f5f91c18b6,1.4477311107371884,103.79848075891469,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2138,W799,BLK 799 WOODLANDS DRIVE 60,24281.4205,47567.8164,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,2,2.15,0,8a9d90c4de69e26a60b5d8da69f8769ddd838b4f68d13b82d764096090a44c3f,1.446460665222016,103.7999034357181,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2140,W80,BLK 775A WOODLANDS CRESCENT,24330.2647,47756.4455,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,2.15,0,ab083ad54165eb1ce25151356834e180d176cb8b29f0951dad50cda774dc8599,1.448166564477661,103.80034232483085,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2141,W81,BLK 786A WOODLANDS DRIVE 60,24296.7171,47514.7036,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,2.15,0,ef4138f6a85d2bd26b14d6a5af372da892ae519d9547f005fe5dc5687ac60f38,1.4459803344577107,103.8000408978968,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2142,W82,BLK 787A WOODLANDS CRESCENT,24471.0095,47352.6032,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,bcaf3ff6c0e767006f6846fbe1434c7a9c07adbdfd4ae8918e15267399ae44fc,1.4445143800769504,103.80160710865371,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2143,W83,BLK 608A WOODLANDS RING ROAD,23975.8384,46423.1877,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,bd09fe69e3e7621078bb464f83b8275928b736f64b7427c7056742e1ebf0cd90,1.4361090180988818,103.79715763971646,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2144,W84,BLK 614A WOODLANDS AVENUE 4,23837.6593,46282.3619,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,fa7aa6a20b2da0961f989fffed09c1c0225f3d59f473e837e623cc307a515edf,1.4348354207334109,103.79591598929478,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2145,W85,BLK 622A WOODLANDS DRIVE 52,24192.1416,46200.7694,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,3ad23d92dbbacdda9a491cd76a6f6b40633a71d4235467f51c40cfdbbc9db7a0,1.434097578035523,103.79910136039943,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2146,W86,BLK 644A WOODLANDS RING ROAD,24420.08,46561.7115,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,d733851d0c4ce9dbebc9c55d1e601ef7a6d09bfee89290e4687f5ee3dd40d2fa,1.437361837023011,103.80114955716317,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2147,W87,BLK 649A WOODLANDS RING ROAD,24317.8529,46691.9568,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,0891cb91006b9a58ed445e6d6eee93561977fac23ea4e3527816b14cab4720c8,1.4385397149030212,103.80023093157065,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2148,W88,BLK 656A WOODLANDS RING ROAD,24149.2668,46546.1362,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,59154eb9d61e924c58e17f29739a8e431869e1e1dc832f207149e6c32076c7c8,1.4372209438665462,103.7987160427398,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2149,W887,BLK 887 WOODLANDS DRIVE 50,23702.7059,46585.151,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,1,12,2.15,0,afc6f7d610f36484414a3b42ccf6bdf9f88ed392dac9771be4f553f3706ce0d2,1.4375737147522836,103.79470325887394,0,0,0,,1,0,1,1
2150,W889,BLK 889 WOODLANDS DRIVE 50,23582.22,46633.6669,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,14,2.15,0,8933d7c34b211f23a5ed007735c9ad77ee69e4c8a14a0e79b2299c3828a6c316,1.43801245617434,103.79362056980065,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2151,W89,BLK 661A WOODLANDS RING ROAD,24131.2685,46393.746,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,bdc54b159d80cace523e396362e17683e01abd1bb2accf72351c8888590cd9f7,1.4358427798925446,103.7985543315889,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2139,W8M,BLK 2A MARSILING DRIVE,21660.0118,46873.6677,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,8,1.9,0,4605cfddfd1cd12cec1ee5d7eac5adcfe2bf0dd5452f46e2f507c4249162ffad,1.4401825671937183,103.77634762861848,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2152,W90,BLK 626A WOODLANDS DRIVE 52,24304.8642,46201.7037,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,188b5acc66f75e147b8c91b8bdef0e0dd0fb7e6989741dca8395e002ccace5c0,1.4341060425225822,103.80011427959637,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2153,W91,BLK 630A WOODLANDS RING ROAD,24421.7399,46312.2663,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,d21dc202ad0af1960511a22cecb29bcd1029d05a653df41d258daa2e733ba10c,1.4351059455726942,103.8011645045016,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2154,W92,BLK 633A WOODLANDS RING ROAD,24520.8714,46439.9443,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,053fa8b889fba01bd294f89dfd8198455db7f374f9907a5461fa79f25ac9f652,1.4362606314134871,103.8020552796305,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2155,W93,BLK 639A WOODLANDS RING ROAD,24580.5607,46608.2682,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,3ea27bc620be4a1a789fb41ca2bcc2eee4aef1057cb5065d48af4b6e6cfe043e,1.4377828988764243,103.80259162468799,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2156,W94,BLK 678A WOODLANDS AVENUE 6,24478.9748,46913.6848,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,1,7,2.15,0,c6af763b11c11982de6361cc13c7afd0d8389808c148164e7d603b31db7428f7,1.4405449629130556,103.80167873959974,0,0,0,,1,0,1,1
2157,W95,BLK 788A WOODLANDS CRESCENT,24490.3124,47314.8499,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,acd9d5e94f90e272ffdf49bd60f59a682d5a6f532e6d6b9ae67e9b90d208cc88,1.4441729554156417,103.80178056899146,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2158,W96,BLK 667A WOODLANDS RING ROAD,24060.4226,46730.8096,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,13,2.15,0,824404e9da158d1f2408ae6dc2872676633c30f33c2d02a702ec8cfa19ff0165,1.4388910505284656,103.7979176666449,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2159,W97,BLK 671A WOODLANDS DRIVE 71,24212.7627,46796.478,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,11,2.15,0,de38d49e33cb44995444f7def7bcfa0283d46ea482268e39bb129f160ecbbe22,1.4394849525974833,103.79928658075366,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2160,W98,BLK 681 WOODLANDS DRIVE 62,24682.0186,46808.9077,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,2.15,0,a674f0a5c91d0d3106976e1b1b6628b0deeb972b1fc7ed5002bf6aed079d7198,1.4395974217094105,103.80350329793218,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2161,W99,BLK 685 WOODLANDS DRIVE 73,24907.591,46937.7135,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,6,2.1,0,f50b4241ab06ad49c89bfb7457c68707fffddf6ebc39f42f5c470c2d08dfe4d3,1.440762320298648,103.80553027040906,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
2019,WCB,BLK 261/262/264 WATERLOO BASEMENT CAR PARK,30072.1484,31241.1484,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,1,1,1.9,1,1fa3a50c4f237860ed285e8f98ea5d5b5d120be0273ca260d4036d463300d3ef,1.298808293680487,103.85193775629844,0,0,0,,1,0,1,1
2020,WCC,900 SOUTH WOODLANDS DR,22802.4706,46289.7139,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,1,2,2.15,1,6e2e29c749c6933498b2987eb2c15a90da9b722e172ec8363bc08cb68f1068b2,1.434901737416899,103.78661383499852,0,0,0,,1,0,1,1
2021,WCGL,BLK 568A TO 568C CHAMPIONS WAY,23177.4618,45493.9894,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,0,0,0.0,0,c2078980aa0c806f1c87d0783246d015f0b3007c9796498a6049d072b95b3389,1.4277055618254235,103.78998362192527,0,0,0,,0,0,0,0
2022,WDB1,BLK 104 WHAMPOA DRIVE,30217.526,33669.5658,BASEMENT CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,0,1,2.15,1,a422e9af9959285a736d205c34c443ffef1bd452d5885550e948f8c16513c563,1.3207700328410261,103.85324421211679,0,0,0,,1,0,1,1
