_id,car_park_no,address,x_coord,y_coord,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement,_fp,latitude,longitude,has_free_parking,free_daytime,free_halfday,free_time_ranges,has_short_term_parking,is_very_visitor_friendly,has_height_restriction,has_big_vehicle_restrictions
140,BE12,BLK 187-197 BISHAN STREET 13,29963.6285,36903.1662,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,1,0,4.5,0,3c3c23dae9801e321340ced8b2f1c4efefc40c0e01cf52fbaeffcbe9e708720a,1.3500135843193608,103.85096301847568,0,0,0,,1,0,1,0
141,BE13,BLK 135A BISHAN STREET 12,30026.4687,36336.1338,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,5,1.9,0,799eecf54980b1866e9d33c1be93593f3baaf0b8397602ed6776e931501b8d29,1.3448855409177118,103.85152763920874,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
142,BE14,BLK 167A BISHAN STREET 13,30460.9446,36576.481,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,5,1.9,0,52723be010566c43041aaad607177865af5be0e3981f26385bc770409858ee77,1.34705912300086,103.85543169019624,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
143,BE15,BLK 152A BISHAN STREET 11,30394.9029,36366.7901,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,6,1.9,0,29f5fc738e5ebb2a495d2c2f5426190feca569a88e5703b7c5dc34c68984977c,1.345162758491224,103.85483824803825,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
144,BE17,BISHAN PARK II,29598.0859,38339.9922,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,0.0,0,db4ddfe6ac3f1d4bd8cd5104aeac0eb160cbb3df8ecb82343b850d5e795044ca,1.3630077482977778,103.84767846445094,1,1,0,"[""7AM-10.30PM""]",1,1,0,0
145,BE18,BLK 441-455 SIN MING AVENUE/BRIGHT HILL DRIVE,27751.5586,37825.0781,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,0,0,4.5,0,87518121169b46d741dcd0438de264ee36e6722c6a8adaa2815d80b4ece86290,1.3583510906519656,103.83108616866849,1,1,0,"[""7AM-10.30PM""]",1,0,1,0
146,BE19,BLK 503/504 BISHAN STREET 11,29656.3321,36775.0947,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,0.0,0,ec083613fe5eba616ed46d0edcfcad98e93811c8c3e427c4e9a6003a9b47a692,1.3488553698228036,103.84820175969944,1,1,0,"[""7AM-10.30PM""]",1,1,0,0
147,BE20,BLK 505 BISHAN STREET 11,29707.8648,36779.0905,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,9,1.9,0,cd0b8a1b3b9b3df7c67c8504c37379bfe799abd7397a5e2df0679e1132573133,1.3488915035247602,103.84866481348304,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
148,BE21,BLK 506/509 BISHAN STREET 11,29749.6768,36749.5862,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,0.0,0,3812c40879a87de04c838b3c4427b7d80817ac5f68e7d9792de01003a8fa35b4,1.3486246747246529,103.84904051876208,1,1,0,"[""7AM-10.30PM""]",1,1,0,0
149,BE22,BLK 511/513 BISHAN STREET 13,29818.0559,36839.3645,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,859c837686e589b1f2f4c424e373548b282484315e1ddfca7122933a7a24dcba,1.349436593646741,103.84965495311533,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
150,BE23,BLK 514 BISHAN STREET 13,29830.0702,36912.2681,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,1,2,1.8,0,f4758f766cf3fc3be9fb2fab620c7014c49dd9fde9770205204fd9d10bda68bd,1.3500959071206406,103.8497629135689,0,0,0,,1,0,1,1
151,BE24,BLK 201/206 BISHAN STREET 23,29576.3203,37491.2812,SURFACE CAR PARK,COUPON PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,0,0,4.5,0,dc82e0cb86aea66fd49e62b0f8b7ca3083a2ee8ce7f4681f960b3a7e067cc05d,1.3553323098292838,103.84748284110552,1,1,0,"[""7AM-10.30PM""]",1,0,1,0
152,BE25,BLK 207A BISHAN STREET 23,29668.2541,37471.6058,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,5,1.9,0,08e65d8d778d9e7cad268badf9aef8873e59c8355bc55ebabb3ac6b902047448,1.3551543675245774,103.84830892492698,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
153,BE26,BLK 207/212/216/217 BISHAN STREET 23,29684.6992,37553.5273,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,0,0,0.0,0,aee95ce50e419c53574c9adbea1ec377b939939faed279e502b8b71fca6dc341,1.35589523545262,103.84845669941872,1,1,0,"[""7AM-10.30PM""]",1,0,0,0
154,BE27,BLK 212A BISHAN STREET 23,29704.1126,37637.6725,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,5,1.9,0,6c4637e0b917aa0e2474f2f658f59e69b1b9f29cfa7cc617b47b7f65e46ffe9b,1.3566562135466202,103.84863114624696,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
155,BE28,"BLK 213-215,218-227 BISHAN STREET 23",29639.4805,37778.0547,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,0,0,4.5,0,41b64fdf7390dd7e23ed7148ccc5760c23e4d198f59384bf710cd7f9f9e38119,1.35792578374441,103.84805039220309,1,1,0,"[""7AM-10.30PM""]",1,0,1,0
156,BE29,BLK 228-231 BISHAN STREET 23,29400.2617,37725.7422,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,0,0,4.5,0,6846b35133e87e5602175dc11a2e6840f6e3af58724092c8a7d788bbdd762acb,1.3574527003474106,103.84590085114523,1,1,0,"[""7AM-10.30PM""]",1,0,1,0
157,BE3,BLK 401-408 SIN MING AVENUE,28121.0801,38268.7852,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,0,0,4.5,0,ec02639288a4e44c92f87a69ad1fc339c4ce97db2ade898ab010edbdefecb850,1.36236382033242,103.83440656538825,1,1,0,"[""7AM-10.30PM""]",1,0,1,0
159,BE30,BLK 231A BISHAN STREET 23,29460.8559,37726.9889,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,5,1.9,0,99f75b48df5560936baa0f0a209a93a3f33af754ceda938bedc91579757d814b,1.3574639721486685,103.84644532993362,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
160,BE31,BLK 232-237 BISHAN STREET 22,29421.8945,37882.1133,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,0,0,0.0,0,aa07e26c6d1882d0dbfde74a4c1420ae39da155501eafe0efb0bbac00a2f4adb,1.3588668638092545,103.84609524349491,1,1,0,"[""7AM-10.30PM""]",1,0,0,0
161,BE32,BLK 237A BISHAN STREET 22,29486.1335,37915.7452,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,5,1.9,0,4ab54bdb48ec36e16414ca25b57195d640f0f9045862d43e3e64de1fa72ddce0,1.3591710155830503,103.84667247515071,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
162,BE33,BLK 238-245 BISHAN STREET 22,29279.9809,38026.2842,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,0,0,4.5,0,997b69a407c330a2888475f79d553214b8d5de460ae587cbf02856d4ba903cd5,1.3601707004676906,103.84482006190818,1,1,0,"[""7AM-10.30PM""]",1,0,1,0
163,BE34,BLK 246A BISHAN STREET 22,29146.6066,38113.6749,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,5,1.85,0,b078bed8db38dc5abb9a79d654387eff769153d4411808cde3432b4bf1b099ad,1.3609610362378035,103.8436216081292,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
164,BE35,BLK 246-256 BISHAN STREET 22,29086.8281,38164.5,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-7PM,SUN & PH FR 7AM-10.30PM,0,0,4.5,0,09cb1a3421973d2f30cdb0b6d8ca594480e6a7124dbe233b4f79815ae9fc655f,1.3614206825630568,103.84308446006825,1,1,0,"[""7AM-10.30PM""]",1,0,1,0
165,BE36,BLK 278-281 BISHAN STREET 24,29248.3008,37730.4375,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,1,0,4.5,0,53e34925b27d806dbf7c6c126f1bb3e7052ad16bbfd5bfbd631d3e77d19234da,1.3574951697204816,103.84453538273506,0,0,0,,1,0,1,0
166,BE37,BLK 282 BISHAN STREET 22,29235.553,37787.1371,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,2,1.9500000000000002,0,1088c06b68e6719bf9772088bdc56d710b207f3771d09c0a7fbc84fbdd59128c,1.3580079412271258,103.84442083770382,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
167,BE38,BLK 283/284 BISHAN STREET 22,29251.7617,37885.625,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,1,0,4.5,0,e7b1f1416410ff317b12d40910838bb52abbf25b7e189f2f71a5618d5ad37ab2,1.3588986300125845,103.84456648767798,0,0,0,,1,0,1,0
168,BE39,BLK 263A BISHAN STREET 22,28962.9515,37918.5499,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,0,10,1.9,0,b48b550cf6614ac91c87c414e6cf2ca766b53a6309f176c2196cadcc3b801503,1.359196401814309,103.84197133762791,1,1,0,"[""7AM-10.30PM""]",1,0,1,1
158,BE3R,BLK 410A SIN MING AVENUE,28240.0745,38359.6695,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,9,2.1,0,93ece7e03095e916888eedf79a2a7ec8011e573220b8713c7d4a89ccf04a5d6d,1.3631857448141924,103.83547581122498,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
169,BE4,BLK 101-116 BISHAN STREET 12,29675.9231,36514.1566,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,ab2eab7daa22a8867a327ac398e4e658006896db3e623b2a80273ce6e0716063,1.3464955373934115,103.84837778261435,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
170,BE40,BLK 268A BISHAN STREET 24,29037.3835,37710.0917,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,1.9,0,8fdb4163039e8c23ea09cab3c143bbdae97b81920fd69c67636a49e7f4610b91,1.357311177642308,103.84264015136279,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
171,BE42,BLK 290A BISHAN STREET 24,29249.7223,37516.6532,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,9354f537667313232341350704af688d24397af3071ea4743a68eb990ea07b59,1.3555617806229023,103.84454814694604,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
172,BE44,BLK 448A BRIGHT HILL DRIVE,27812.0967,37767.5494,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,2.15,0,56b6850082aa5594bc77ddaf439496ec5937dc1b248736dd42757813ddffcd22,1.3578308220309556,103.8316301438792,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
173,BE45,BLK 275 BISHAN STREET 24,29152.4171,37599.2039,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,0,6,2.15,0,b2aeeeff213c31a7d1c5087e4cd5e87233274978c27f600658252abebc6bcc09,1.3563083436627223,103.843673799586,0,0,0,,1,0,1,1
174,BE46,BLK 157B BISHAN STREET 11,30607.2022,36227.3788,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,1,8,2.15,0,cc48e5740c1b8c78d127a56d4530fc4a28cbfb4fc48bd068039e7c2b542a4bbd,1.3439019546557427,103.8567458751371,0,0,0,,1,0,1,1
175,BE5,BLK 117-134 BISHAN STREET 12,29963.414,36478.9779,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,85d6f54e38c46c52e468f569b43e3ea4edaeb1c6b28e0b2c5964ba32eccd2ab1,1.346177376327494,103.85096106346887,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
176,BE6,BLK 135/138 BISHAN STREET 12,30066.0547,36320.9492,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,6dd7586c13fcec8b9a7ae95a020301ce661b3a6b7d83c66dab63292b6ad36af6,1.3447482141025904,103.85188334257242,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
177,BE7,BLK 139-144 BISHAN STREET 12,30192.8737,36349.311,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,0,0,4.5,0,f9cd59e00a8ea95965f66e651f3a43b81f958de5e450d5a5952bcf0d765d508d,1.3450046991490203,103.85302289077154,1,1,0,"[""7AM-10.30PM""]",1,0,1,0
178,BE8,"BLK 145-150A, 151 BISHAN STREET 11",30447.9395,36286.4727,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,4fecfabd88f0d43becd0de48c2ad894d45ab7295ec526f6ceb3eb1ed97eb691a,1.3444363922391018,103.85531480784495,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
179,BE9,BLK 153-167 BISHAN STREET 13,30544.5318,36588.7709,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,349c580e73da80794269f14ed364a6e2ba0f90ec92a5d2846f054795f338d5af,1.3471702615089867,103.85618277394822,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
180,BH1,BLK 1 THOMSON ROAD,29017.3398,34136.332,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,0.0,0,7b9e3bc9353a24f6d4b44c4ecff46a3ee842d4c5b22f7e153c7fc2c39e9a8928,1.3249913646328706,103.84245992582508,1,1,0,"[""7AM-10.30PM""]",1,1,0,0
181,BH2,BLK 2 BALESTIER ROAD,29050.8796,34252.9453,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,0.0,0,11b6b578330b547b446b4d1b1d0daa72b3e14d45bca0d8055dff3e49824f02be,1.3260459729073217,103.84276130300171,1,1,0,"[""7AM-10.30PM""]",1,1,0,0
185,BJ1,BLK 130-140 CASHEW ROAD,20878.08,39550.76,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,1,0,0.0,0,d61b5c94a8a882fe6557c2b418bf113971174d5d62a9d27abee8cfa84b4528a0,1.3739566801241185,103.769323020166,1,1,0,"[""7AM-10.30PM""]",0,0,0,0
186,BJ10,BLK 234-241 BUKIT PANJANG RING ROAD,21026.3461,40101.7077,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,0,0,4.5,0,b9b9082476047672d01c48b6c68db2ac1418c10518bdbe5d9be7fa84738700cb,1.3789392866308572,103.77065516676869,1,1,0,"[""7AM-10.30PM""]",1,0,1,0
187,BJ11,BLK 242-245 BUKIT PANJANG RING ROAD,21162.6537,40303.4372,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,0,0,0.0,0,60b89a3a23d339cb0f2a2129d3266bab44bea8f9b21abd61e44a55bbd460bda2,1.3807636871101439,103.77187994356325,1,1,0,"[""7AM-10.30PM""]",1,0,0,0
188,BJ12,BLK 246-255 BANGKIT ROAD,21452.9618,40246.9897,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,0,0,0.0,0,39ef6adfdd445990c645dc5d484ed31bfbca96a680c0a1b68696ccedb65a2cc9,1.3802532628105817,103.77448858908413,1,1,0,"[""7AM-10.30PM""]",1,0,0,0
189,BJ13,BLK 270-277 BANGKIT ROAD,21485.25,39887.66,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,0.0,0,8e427fb0fb7b381614f635c8ce95fadb6952b0a39a41e14c26f47620aba769b5,1.3770036224850966,103.7747788017754,1,1,0,"[""7AM-10.30PM""]",1,1,0,0
190,BJ14,BLK 257 BANGKIT ROAD,21346.1751,40106.9685,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,1,0,0.0,0,7954acd54bd1dd48a1cd90ded01fee239e7b3f189e97646db7b921fa46e04d37,1.3789869377958193,103.77352906342188,0,0,0,,1,0,0,0
191,BJ15,BLK 259A BANGKIT ROAD,21374.3071,39941.9395,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,0,1,3.0,0,ae5e7ebbdb9aae2122f0028913349f878c7a01a56a31c3c79772f96227fd44c3,1.3774944817505002,103.77378188713287,0,0,0,,1,0,1,0
192,BJ16,BLK 259A BANGKIT ROAD,21356.3257,39943.2707,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,1.9,0,1a4a77a109c7d41592e0529599f43471fbcad8b40be5e3ffb0e9d79c944e6e9a,1.3775065165718812,103.77362031087529,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
193,BJ17,BLK 401A FAJAR ROAD,20836.1138,40357.2456,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,5,1.9,0,7782c9d955b2753c7a1ece234d83f7b14122ae968218367d5bc78d215edf8c38,1.3812502325627383,103.76894572813356,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
194,BJ18,BLK 401-408 FAJAR ROAD,20743.2768,40326.2581,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,5.4,0,ac4abbda5205fc855efd39eef4ca5ac6f42a739e962e37141f4c79bcb59958b3,1.3809699699980773,103.76811152657707,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
195,BJ19,BLK 409-419 FAJAR ROAD,20773.5976,40665.0357,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,5efbf1c1078a8b8fb7911d2bc483065995444ebb5b94e967d3e4d9695db7355b,1.3840337588241158,103.76838389812862,1,1,0,"[""7AM-10.30PM""]",0,0,1,0
196,BJ2,BLK 141-151 GANGSA ROAD/PETIR ROAD,20581.8743,39791.6392,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,68a3cadae4f85add2514a5fcf33e2158c68ee0109a8ce6c18e00e01d76d8a8c2,1.3761350307538107,103.76666134027609,1,1,0,"[""7AM-10.30PM""]",0,0,1,0
197,BJ20,BLK 420-426 FAJAR ROAD,20929.1589,40888.8561,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,0,0,4.5,0,b2c281ca65cb6383f989e66ca772a3780d6f19555b06b6e7161c379b2682156d,1.3860579471811627,103.7697816793337,1,1,0,"[""7AM-10.30PM""]",1,0,1,0
198,BJ21,BLK 427-435 BUKIT PANJANG RING ROAD,21028.24,40876.34,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,86f5468fd26da5fa4e3d91e8e7b4ec437e5b13e7e94a8dfd99e461bafb69e6ff,1.385944779998901,103.77067200118962,1,1,0,"[""7AM-10.30PM""]",0,0,1,0
199,BJ22,BLK 256/257/260 BANGKIT ROAD,21343.2842,40030.3147,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,0,0,0.0,0,8b81029f03c7e4776177c3cf2d6ec5862dea5e238048964c3c2b240e2168022d,1.3782937079787805,103.77350310387159,0,0,0,,1,0,0,0
200,BJ23,BLK 258 BUKIT PANJANG RING ROAD,21281.85,39957.43,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,0,0,0.0,0,289c967c7b8ec0ddc7fcfc93f5bca8d54eadd95cd09357089f1c4f9991915c6a,1.3776345511753285,103.77295108931864,0,0,0,,1,0,0,0
201,BJ24,BLK 436-441 FAJAR ROAD,21005.5592,40580.2986,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,4.5,0,c00c0015171635c5724a4f46cd9f0db47397c331759b685eb9884ccf9a7f3369,1.383267483822887,103.77046826752341,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
202,BJ25,BLK 453A FAJAR ROAD,21145.4428,40760.7142,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,2.15,0,b8a69f4c69ef4985480130ffc0eeebb0d4051257ad87f8bbc96816ff1606b6a2,1.384899130104688,103.77172518427912,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
203,BJ26,BLK 449A BUKIT PANJANG RING ROAD,21254.4996,40638.8302,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,2.15,0,1461a72be79525f63759dcf9a54955e086a82cb4a23daf753503af63ddab7d2f,1.3837968809199812,103.77270516995488,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
204,BJ27,BLK 442A FAJAR ROAD,21059.217,40510.9727,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,10,2.15,0,765c1c4f8173b22ea7a83f39f4ef672025ded808be208f31f4d037a5c3c9abeb,1.3826405383885652,103.77095043939005,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
205,BJ28,BLK 170A LOMPANG ROAD,20457.7599,40100.1252,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,1,12,2.15,0,f71b0330bc9a46e34e111b80ebe65a68ec1318beaa3f9f907d7af59be1655c44,1.378924834192695,103.76554600407248,0,0,0,,1,0,1,1
206,BJ29,BLK 505A JELAPANG ROAD,20695.6095,40765.0345,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,b3fbeac4b15e0904d142f8c2bb0f4ae1a2bb44289ab609cdbbd558125e7a2369,1.3849380921344545,103.76768309160978,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
207,BJ3,BLK 101/129 GANGSA ROAD/PENDING ROAD,20884.1354,39921.5746,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,0,5.4,0,7221c5c1a2207fe5c5ba228260f01956282619ebbbe5de2a556828227e6f9e98,1.3773101941380146,103.76937734296405,1,1,0,"[""7AM-10.30PM""]",1,1,1,0
208,BJ30,BLK 510A JELAPANG ROAD,20839.8705,40996.2639,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,427613fb2e64772b5920d62dd405713dee9bf1f5e4c13abfbd45fa715acad2cc,1.387029282410629,103.76897932907691,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
209,BJ31,BLK 513A JELAPANG ROAD,20672.7922,41096.8488,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,0,2,2.15,0,6bf5da7f750f0a44902e0a6de0e763d35347b03adc3b8395f7c69f38612a4174,1.3879388940244703,103.76747797804018,1,1,0,"[""7AM-10.30PM""]",1,0,1,1
210,BJ32,BLK 518A JELAPANG ROAD,20612.4337,40944.82,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,4c59825c02c68c48f2ef1b1e628d521eb66922c63c51d17cc12e30de2e109547,1.3865639857228267,103.7669356490397,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
211,BJ33,BLK 234A BUKIT PANJANG RING ROAD,21177.2481,40121.6311,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,2a667ac03c170f14b35085e352c46be47b5a70737d7a41ef970e6850fc4177b5,1.3791195021651272,103.77201112714418,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
212,BJ34,BLK 517A JELAPANG ROAD,20565.9376,41081.058,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,2,2.15,0,81434b4863d40eb5cc95ff443db4bdbb99e4a427d6fed49e4165caa424b2d593,1.3877960606883655,103.76651781167334,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
213,BJ35,BLK 521A JELAPANG ROAD,20498.7021,40997.6232,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,2,2.15,0,3692e8abee48bfdb41d377f00661aa06326d02836d1734bbbe2236d119610d1e,1.3870414895407563,103.76591367064563,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
214,BJ36,BLK 525A JELAPANG ROAD,20434.7146,40912.3617,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,2,2.15,0,9e10ac8fcf3e7a45abc903264312e8593cad8dfd08e492853a1eceefd06eaee7,1.386270399087047,103.76533871621282,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
215,BJ37,BLK 529A JELAPANG ROAD,20361.9478,40819.6691,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,12,2.15,0,bdbfa741c28c69633e878bd44acbc7fdf9883dcf415f328cf8d3ff681ebedd28,1.385432102050352,103.7646848754348,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
216,BJ38,BLK 533A BUKIT PANJANG RING ROAD,20221.922,40787.0081,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,1,7,2.15,0,98dcd8060226e99918414e55a9ea9c61010d247b3db032b4f848277dc59f524b,1.3851366908698433,103.76342664649424,1,1,0,"[""7AM-10.30PM""]",1,1,1,1
